Summary,Sentiment
dumb fun curiously adolescent movie,1
many insightful moment,1
charm lead performance allow u forget film problem,1
vivid sometimes surreal glimpse mystery human behavior,1
tour de force modern cinema,1
peralta capture luminous interview amazingly evocative film three decade ago essence dogtown experience,1
lively appeal last kiss lie ease integrates thoughtfulness pasta fagioli comedy,1
without resorting camp parody haynes like sirk differently transformed rhetoric hollywood melodrama something provocative rich strange,1
performance absolute joy,1
quasi documentary french filmmaker karim dridi celebrates hardy spirit cuban music,1
grant carry day impeccable comic timing raffish charm piercing intellect,1
sensitive astute first feature anne sophie birot,1
exuberantly romantic serenely melancholy time may prove tsai masterpiece,1
mazel tov film family joyous life acting yiddish stage,1
standing shadow motown best kind documentary one make depleted yesterday feel much like brand new tomorrow,1
nice see piscopo year chaykin headly priceless,1
provides porthole noble trembling incoherence defines u,1
simplistic silly tedious,0
laddish juvenile teenage boy could possibly find funny,0
exploitative largely devoid depth sophistication would make watching graphic treatment crime bearable,0
garbus discard potential pathological study exhuming instead skewed melodrama circumstantial situation,0
visually flashy narratively opaque emotionally vapid exercise style mystification,0
story also unoriginal come already recycled time care count,0
thing give movie point bravado take entirely stale concept push audience meat grinder one time,0
much farcical sour,0
unfortunately story actor served hack script,0
disquieting relatively gore free allusion serial murder fall attempt humanize subject,0
sentimental mess never ring true,0
performance often engaging loose collection largely improvised number would probably worked better one hour tv documentary,0
interesting compelling,0
cutting room floor somewhere lie footage might made thing trenchant ironic cultural satire instead frustrating misfire,0
ensemble player gained notice guy ritchie lock stock two smoking barrel snatch bod unlikely become household name basis first starring vehicle,0
difference movie courage go top movie care stupid,0
nothing seems funny analyze even joe viterelli de niro right hand goombah,0
master screenwriting come courtesy john pogue yale grad previously gave u skull last year rollerball enough said except film overboard,0
common sense fly window along hail bullet none ever seem hit sascha,0
minute movie minute decent material,0
execution pedestrian positive comment make rob schneider actually turn pretty convincing performance prissy teenage girl,0
interesting remake pale imitation,0
show studio firmly believe people lost ability think forgive shoddy product long little girl girl action,0
farce parody comedy premise comparison reality much commentary knowledge film,0
exciting exoticism might sound typical pax viewer rest u lulled coma,0
party scene deliver tawdry kick rest film dudsville,0
culture headed toilet ferocity frozen burrito night tequila bender know seen jackass movie,0
criticism never rise easy cynical potshot morally bankrupt character,0
movie something borrowed construction feel le product loving well integrated homage like mere excuse wan thinly sketched story killing time going,0
